g_prt	0.5598	0.0153	0.293	0.826	41	{"feat": "asym", "geo_encoder": "mlp", "loss": "corn", "ls": 0.1, "dropout": 0.2, "weight_decay": 0.05, "per_region_geo": true, "pr_marlin": {"eyes": 128, "mouth": 768, "binary": 256}, "drop_marlin": true, "per_region_trunk": true}
g_ls15	0.5594	0.0108	0.290	0.829	40	{"feat": "asym", "geo_encoder": "mlp", "loss": "corn", "ls": 0.15, "dropout": 0.2, "weight_decay": 0.05, "per_region_geo": true, "pr_marlin": {"eyes": 128, "mouth": 768, "binary": 256}, "drop_marlin": true}
